500
IJ,128,16307,45
HG,224,16501,0
JE,374,16637,0
JB,260,16734,29
RL,311,16809,0
DH,429,16874,90
IV,354,16929,0
DQ,20,17037,0
FY,473,17187,0
HW,487,17252,143
JH,127,17281,36
RQ,144,17373,0
KA,280,17547,111
JX,447,17709,17
GH,130,18169,0
EC,271,18262,73
PR,229,18317,0
SQ,288,18365,109
KW,482,18524,0
EM,347,18641,62
EV,146,18659,0
MH,47,18707,0
EX,287,18778,0
FT,425,18834,106
DN,134,18995,11
DR,340,19241,90
EB,213,19322,6
DG,373,19391,0
MP,190,19476,0
SZ,344,19522,0
EU,110,19839,17
RB,278,19839,14
KL,77,20238,0
EK,431,20376,145
QL,91,20442,9
GW,282,20928,0
FP,204,21056,64
FW,345,21229,0
JR,269,21363,0
HB,386,21380,0
RW,232,21531,94
KD,133,21721,0
KS,467,21762,0
FM,18,21779,0
HO,42,22043,0
DO,374,22111,87
FN,335,22759,0
ID,108,22857,0
KU,140,23249,0
FR,353,23490,0
OV,152,23526,36
EG,130,23717,36
LN,416,23848,19
IF,281,23951,0
FL,42,24168,0
DV,490,24371,45
EO,341,24407,0
FD,14,24438,7
TY,116,24667,27
HA,64,24690,7
MA,24,24820,12
ET,100,25126,50
KR,80,25370,12
HD,56,25426,17
GQ,146,25550,0
MD,227,25595,86
IE,187,25826,0
KG,258,25864,0
GD,254,25915,103
NR,133,26042,0
EW,301,26073,0
KT,40,26114,14
ED,451,26178,0
FA,387,26217,93
LO,281,26422,0
OF,129,26445,0
GA,412,26524,0
JG,378,26587,0
QE,257,26639,64
EH,51,26845,0
GU,73,26985,34
EL,491,27008,58
GC,228,27024,31
IT,483,27055,0
OI,490,27090,48
GL,455,27277,0
TU,233,27370,28
NC,445,27482,0
ES,394,27592,0
IX,145,27658,8
JK,59,28176,15
QN,308,28420,31
IA,496,28441,60
HL,281,28450,0
IL,113,28490,0
FE,351,28568,115
HE,361,28811,98
GR,375,29219,0
OS,92,29450,0
IH,98,29490,10
JI,253,29511,0
RU,218,30116,91
FC,58,30156,0
JW,49,30469,0
JO,38,30867,0
FJ,41,31632,16
GB,22,32356,5
HZ,111,32448,0
NJ,317,32463,90
HN,13,32744,0
TK,226,32926,41
FK,480,33275,225
TX,388,33327,25
HF,447,33364,0
PF,292,33485,105
IO,222,33521,0
LR,495,33616,0
GO,455,34151,0
KQ,443,34340,0
HT,163,34447,0
HK,307,34559,0
IW,374,34584,147
IN,263,34846,0
GT,189,34990,0
IP,54,35132,1
OT,271,35299,37
OR,79,35350,0
MG,177,35897,0
IY,449,36324,215
NF,195,36393,0
FU,280,36468,17
IM,184,36535,0
SO,18,36962,0
PC,356,36988,25
TD,339,37212,0
LG,268,38863,0
NK,450,39011,183
NS,132,39196,0
GM,147,39291,36
RT,449,39343,0
JQ,391,39391,0
IS,450,39479,156
KE,399,39929,192
JS,26,39939,9
JM,108,40057,0
NM,496,40364,50
GK,404,40548,70
QR,171,40932,11
HP,86,40975,21
MS,310,41532,156
HV,60,41586,0
LB,225,41597,0
LD,355,41915,103
GP,320,42120,0
QX,114,42415,0
QF,161,42729,0
MN,321,43047,0
HI,366,43059,0
OC,136,43155,0
SK,195,43672,78
OK,33,44035,0
MU,398,44237,55
HC,287,44603,0
MW,375,44641,179
GY,66,44871,0
GX,101,44949,4
JY,47,45044,22
NE,96,45233,33
OQ,444,45369,0
OJ,232,45482,0
KM,105,45659,51
HS,377,45897,0
PK,291,46050,0
HJ,299,46698,0
MB,192,46921,0
QW,452,46935,44
JV,468,47057,0
OE,490,47311,245
KO,100,48026,0
NH,489,48271,194
IG,51,48496,16
IK,249,48544,85
OU,340,49019,0
SP,381,49367,80
JU,323,49390,0
JZ,132,49646,27
OH,71,49693,0
KN,10,50058,0
PY,44,50232,0
JD,370,50368,0
KY,378,50604,83
SI,57,50764,0
RM,168,51194,0
ME,153,51229,0
MK,469,51391,86
NV,353,51842,11
SU,220,51960,0
OZ,233,52322,25
JA,90,52326,7
NX,317,52466,0
PB,417,52679,190
SE,371,52770,183
LP,108,52800,0
KF,169,53105,0
TZ,186,54188,92
PU,484,54481,215
KP,126,54803,12
TE,345,55108,0
MZ,395,55640,154
LZ,203,55772,23
JF,285,56112,0
LX,303,56153,127
LE,148,56324,14
OM,374,56352,0
PL,457,56957,23
KZ,22,57065,11
LU,494,57747,0
MC,443,57957,0
JL,221,58460,33
QK,10,58858,3
JP,71,59061,0
OW,272,59435,41
LK,351,59617,53
LH,470,59786,0
RO,334,60086,146
LQ,364,60617,12
RJ,232,60672,77
NI,213,61523,75
SF,200,61534,29
PW,482,61696,0
LA,231,61957,52
RN,146,61958,0
QA,13,62062,0
NB,410,62299,0
OB,115,62953,0
QT,392,63008,0
RC,480,63107,91
OG,327,63786,92
RS,148,63936,1
ND,294,63996,0
OX,56,64641,13
MI,200,64703,70
SY,33,64787,0
LV,295,65470,110
QZ,369,65626,76
SR,287,65734,129
PG,174,66267,0
RP,412,66469,16
NL,466,67016,108
LF,65,67603,8
RA,329,67624,16
RK,319,68034,0
MF,286,68067,0
SG,412,68103,115
NU,107,68901,0
MR,184,68959,0
MQ,280,69118,0
TW,133,70484,0
QU,202,71152,68
ML,204,71245,0
SN,301,71615,5
LY,263,72599,33
PQ,52,72991,0
TP,220,73479,0
ON,325,74101,51
MV,399,74424,48
MT,427,75510,0
PE,290,75567,98
QD,207,75719,0
TR,207,75914,0
RF,206,76107,0
QJ,494,76857,0
OD,266,78428,0
QH,55,79221,0
SL,500,79253,11
TI,230,79591,0
QS,136,80535,45
SX,349,81603,66
PO,124,82030,0
OL,135,82172,7
TS,44,85071,0
OP,429,85480,0
QO,293,85487,100
NO,85,85562,36
TN,419,86571,79
SB,268,87039,0
QV,173,87834,0
RX,232,88481,0
PH,334,89402,0
RG,174,89666,65
QG,382,89928,0
RD,490,91583,194
PS,155,92968,0
SA,134,93902,0
QP,103,94165,33
RZ,239,95200,69
PX,84,95475,0
PT,179,96902,0
PZ,196,98087,48
SW,396,98991,0
SV,400,99112,0
RH,104,99694,0
SM,29,100230,0
SC,141,100655,0
TC,353,101849,177
TB,429,102550,0
SH,333,106854,155
TO,359,107687,0
SJ,41,107960,21
TJ,183,113439,28
TQ,167,113890,59
TM,220,120256,0
